State,R&D Spend,Marketing Spend,Administration Spend,IT Spend,Logistics Spend,HR Spend,Sales Spend,Product Development Spend,Customer Support Spend,Legal Spend,Energy Spend,Research Spend,Profit
California,176330.5943,38582.32608,77066.96889,124640.6301,88855.029,42549.77958,316769.8086,50795.49016,17308.66688,45504.66918,71430.86881,14619.29532,110696.4626
Florida,409264.3057,106840.8271,95526.51135,117953.4949,89499.41756,64895.15612,17329.35633,61516.12809,35784.23753,16164.59738,8656.768014,57853.45012,225426.5628
Florida,49256.27473,154686.5219,145933.8617,43006.24896,34245.8201,29579.69664,386911.8924,57733.71119,27221.75952,48844.2479,12599.71452,49543.99965,94715.09075
Nevada,448460.1615,262895.6448,133062.2495,141250.2651,61891.90565,42416.12292,213005.0023,33210.27811,35636.30773,14781.741,51869.87264,54694.33536,296928.0247
Texas,278320.2643,150596.2412,143209.3028,20403.18453,92763.84865,53987.45871,124796.0053,4471.30956,71124.08086,47718.35541,47557.35116,28746.35082,188115.2926
New York,410475.9073,212166.336,6630.917966,131519.7756,96243.7914,22285.71626,148220.369,73007.09305,37416.87093,3623.687894,95254.87033,25796.47051,239717.8293
New York,231635.9594,297880.9675,47445.14292,145699.1569,51386.945,22924.30159,31230.11462,48093.63475,55971.06894,35754.32857,94593.8744,55052.56398,206695.0377
Nevada,325353.0706,43789.29037,134028.4362,28218.72144,45829.65572,74739.63703,395793.058,36541.98673,10893.25583,27073.44556,78401.64697,18027.91952,164697.1847
Florida,267937.3039,86045.80003,99377.9268,108865.7775,28590.73728,58159.23129,20520.31833,104165.9841,80696.75163,24415.97678,61005.97935,34152.72484,166490.37
California,368478.8657,121399.9423,6036.127755,7962.256779,95928.31545,46597.74742,263688.3136,89862.45363,37618.97394,11951.2214,46586.1111,15865.79704,211632.1797
Florida,49998.69119,129439.3127,161876.4553,62002.57812,15138.61614,52169.8843,179880.6914,103074.1003,65204.88174,35574.1937,36905.49636,1656.082449,96271.17877
Nevada,39572.52116,126251.2172,155697.8668,78409.92828,58403.12803,3314.656005,379821.9062,59902.95257,72813.57056,10349.66508,94814.5796,77634.53144,86230.51283
New York,131080.5847,272745.2458,111941.7368,87935.49343,28972.47648,49830.13428,102169.8974,16580.819,21756.43129,28089.248,61085.06352,35104.53531,144067.3756
Florida,88176.89326,215639.6301,17960.34853,140518.7127,28621.82074,41251.20098,215174.2955,83850.3509,88582.82351,13409.02279,58749.10771,77578.61954,100774.9737
New York,437173.9476,184332.0382,154470.4347,101493.1017,41091.89015,44114.2247,195530.7024,25522.77981,62006.20091,47825.44761,24726.30993,12085.55806,258919.8647
California,117414.8538,96264.95177,118824.1496,73229.13678,99880.50065,29394.48232,282632.2454,53506.33062,43443.78903,2402.928498,6576.386153,47401.97558,92682.21764
New York,488173.9754,248018.1633,157482.1955,121831.9054,6441.664377,7436.437919,31864.04162,8735.093885,19051.18317,10786.68573,94628.48082,16876.94859,280044.7865
New York,175078.938,286742.8509,151590.6635,142678.8575,58275.64,16273.79946,81546.70636,99211.69989,94287.79285,12873.21971,32746.05537,63415.85603,168287.1754
Texas,99237.77869,247253.4934,161585.404,5265.790005,9174.643645,76108.83234,89753.10394,15986.93628,75751.75221,21289.32346,45373.72429,62912.53611,120499.7522
Texas,396952.2685,5461.706031,106011.5729,147413.1483,16297.56217,33287.26542,296569.5482,108468.6033,21594.43171,12403.78185,13234.71447,9895.964774,195694.6599
Texas,332766.81,192738.4042,32363.28105,14747.55658,44516.73124,37867.96931,79709.78505,103843.4417,34433.3667,25076.10542,84018.58433,73053.09178,197937.3063
New York,254115.9011,20084.93753,135875.7073,122529.2433,51535.553,5164.073398,231529.2467,56285.34897,81157.75155,43750.81064,4707.91962,16375.74213,136450.9375
Nevada,282128.14,80994.13,125992.3881,43489.54338,26620.44843,3967.732134,90021.3091,89579.81631,69872.08866,35891.10765,83731.09469,49425.20999,168172.0906
New York,362408.8714,22559.7866,149739.3715,21562.58935,32329.25596,57657.33432,345341.8553,74713.96378,76812.64498,29418.13705,15747.93125,78865.05599,179407.3756
Nevada,121942.8233,183119.6586,38126.79618,67098.63468,9609.735005,43509.47847,377163.2545,96566.00144,44678.90912,5361.155721,88883.28304,70709.32625,110559.0457
Nevada,498203.6189,207544.0245,43020.16398,97305.57376,31018.7586,41187.77275,209804.7251,52384.80699,71931.15,35005.61331,73517.71846,76568.55036,278063.5422
Texas,487648.6495,38773.85323,178629.8559,58380.87306,96689.2855,20206.8379,144162.0093,94511.20963,39262.87856,9154.299931,18137.68573,28065.30293,259249.8598
Florida,328659.5863,118232.4705,151245.6707,10075.68043,94526.03079,59835.3078,97452.82113,56032.36123,21915.02878,39532.00191,57450.1633,9340.475735,191379.134
California,107775.801,139589.7701,182104.5553,90720.24867,34152.95072,14290.68975,24663.4956,112974.9288,63635.02645,13252.78117,32640.31881,15879.40299,107804.8991
Texas,343311.8388,113870.6414,152949.4876,135555.6849,57514.53969,16004.84475,111057.5301,58878.28,97625.37863,21435.38769,19466.84369,40539.09671,187913.5552
Texas,45377.2204,40702.37514,121445.2847,58715.87416,91049.94372,,263423.1331,56051.69336,31749.49617,18173.03991,86199.85554,63665.14458,58210.23154
Florida,25019.72608,128589.5981,132555.8837,34017.25109,1612.198441,23616.10911,215778.6879,94423.55153,46635.98963,43081.88182,41545.23112,12862.13789,69596.27508
California,136264.6154,226597.5241,178379.9452,67501.4472,81257.67346,20549.57552,377896.3049,98767.74532,67726.13574,7200.678477,41057.28401,53118.79105,147771.2383
New York,236685.2488,25947.26104,117867.3171,9157.681235,94888.58573,51973.77392,161529.5187,66984.2046,54609.12193,28716.59924,18648.89413,26562.63072,109368.8577
New York,435453.5277,28653.10415,128316.3082,123432.1625,10041.2477,52426.76787,279076.0202,22395.93981,84499.35178,7961.018863,39540.43626,27954.96372,207717.7426
Texas,366312.8442,109657.5311,35512.95962,124298.44,16983.32092,66136.84851,198282.4853,56663.22948,76412.52794,35534.99597,87418.45094,53291.50068,214924.8056
California,373926.1954,282809.0849,97414.63792,89024.06859,96113.88397,33998.97679,207467.6053,116200.6278,6771.423182,45348.82826,37586.61363,37892.95414,266831.6564
Texas,218491.7339,202228.9308,144697.4368,54259.22756,54216.47422,6773.722191,110770.8543,90605.35697,99843.70216,22295.77504,95257.14912,65150.63015,158750.2332
Nevada,179508.1463,205207.6372,57833.82617,120367.9379,2405.466813,22619.64441,184705.5569,97528.34986,75487.84292,24916.52075,94738.27212,13317.56226,156181.0549
Texas,191808.9939,111766.3973,44439.5652,84093.67967,26505.56788,78420.43159,190960.0738,4906.234359,86526.42831,46443.71899,16200.06861,63405.91331,115453.7723
Texas,493948.2862,180129.9334,66196.2276,124237.9817,45544.42375,48104.42744,284123.7961,56675.27605,65468.5735,26528.57804,19376.50285,6074.584597,287409.1994
New York,29653.50379,7988.699288,52092.62246,95455.9013,69597.98219,57069.2297,376552.7997,77947.91491,85772.22768,24892.32346,86542.05889,16330.25654,47483.14615
New York,434845.4331,192648.3337,46907.96422,118092.01,73582.87744,1581.26854,135081.9046,99773.88935,12125.91452,29338.12603,40490.57005,52835.82745,257868.2713
New York,293550.9502,274419.6495,87845.91436,90587.323,99546.72978,41938.25284,21669.18509,6863.564776,35426.04572,34772.25708,2428.650264,68539.12686,194935.4826
Nevada,224921.5554,185709.1732,182028.5102,63292.8781,29463.60874,3964.763945,201036.5746,102440.2274,87765.67342,6237.285379,28839.43833,20961.69059,176804.1256
New York,365376.2536,262741.0851,103876.6311,143775.9873,54283.79008,45969.18676,220062.2262,66259.71147,20963.86592,41234.41586,60567.64133,26848.13686,247840.1384
California,248467.7813,218572.0514,41644.47426,82084.84608,53799.03124,73740.89712,71534.0177,24480.3625,8745.967759,22339.74635,80328.06466,43432.53911,183293.2774
Florida,437977.3867,40564.73284,20009.47553,91553.24874,41158.88069,77505.11131,305383.5195,38753.37076,79023.77505,4545.076985,15072.08448,17714.25171,218066.4753
California,451343.9134,271223.7256,140750.4483,34632.17063,17747.02749,43703.66136,394046.9978,34549.61666,83713.12941,39522.95079,12833.05371,65081.34467,279321.5038
California,216643.2542,24600.93408,79645.75907,94596.31684,97768.19976,37198.17961,378581.0132,64172.22508,17102.5696,19470.54861,92365.08005,62117.29496,120993.4215
New York,145645.6206,162520.4044,165257.0346,86597.93212,85478.40148,75656.35045,82856.88534,7150.595909,85580.2523,5918.00726,75612.54005,12478.04525,142010.4565
Florida,300251.661,46930.45152,133604.5999,29356.0829,50334.9698,54215.17673,350768.4798,19865.80286,68990.01176,32055.17294,59798.40088,37642.54881,161068.5514
Florida,457058.0394,8453.450166,160267.0829,10818.89041,60721.29685,6127.043084,283274.9864,97710.47216,52488.18564,44126.43632,77380.30542,62211.39357,206518.9746
Florida,113224.4726,129500.1067,58029.47769,91445.17932,23498.8443,37792.32064,184269.3927,16779.8749,83194.76909,44499.92196,44027.72741,27649.03296,91734.17082
Nevada,315253.6259,92037.00876,140009.9899,115026.4559,54834.91997,19979.35646,218541.3428,28774.15607,42505.67568,47925.51027,76328.66324,51015.43899,170307.8925
New York,319464.5078,148370.1457,56492.08702,79463.4029,69802.04318,38114.54139,340592.0691,54951.10207,20205.40167,43517.56753,38436.69314,4966.836595,186986.6438
Florida,369225.381,175273.9666,188118.3535,35562.34855,52001.53581,36981.78019,194653.3012,62537.38569,29200.41498,1104.905048,25921.2681,49086.41208,234810.1086
Nevada,74468.16571,17903.02633,129092.9849,100645.2526,99038.23189,46989.43942,152416.9108,91869.64707,51011.23781,19631.81715,73443.31529,13059.58542,71833.9301
Texas,360754.2327,41285.97206,68279.80103,13855.64754,61522.82397,29184.86874,199832.7597,54232.55877,53601.74847,41108.58642,43127.88463,66616.08268,168616.5905
Texas,455425.9351,169799.507,57554.81315,67391.38831,37726.39755,13977.36551,233756.2726,94993.8899,80752.50182,18946.39729,98174.95622,29080.50762,256313.618
Nevada,98044.72335,106234.3692,42230.68409,26178.28024,77443.05073,40793.83533,79685.67324,74583.21054,79343.91964,30475.87681,36249.54787,23242.75516,74167.07812
Nevada,126396.2292,220106.1788,140454.987,29299.93956,17875.78865,66586.02786,360858.5535,14458.86899,58555.28916,30709.53042,92329.28721,67430.22916,136401.9939
New York,485983.5961,197426.0363,47649.54453,31939.50448,39067.06556,53456.96602,271303.8448,19603.44117,78297.76285,18886.2399,93430.32976,4961.377823,261243.5138
New York,98678.70683,254453.2871,121084.1369,59232.64444,35348.93609,27731.06141,255141.2223,53007.01333,19985.57237,45319.22244,25701.58881,32332.09515,138903.517
Texas,428648.6958,209285.3839,56603.83025,9570.230432,43748.90242,74906.3188,44301.00934,48229.83778,5956.388182,25658.18892,80225.6758,30230.27971,222331.9036
Florida,251216.1497,131829.6678,134083.9442,60873.42926,78396.20277,73064.39813,243648.7056,89481.76809,87489.74844,23774.42609,44441.3015,23499.22957,159004.0353
Texas,131143.2265,203525.1536,163913.2471,77732.70217,48933.13018,17538.52355,52779.46158,70107.71964,8479.894883,49878.17354,91917.42327,73028.59223,118784.314
Florida,436667.4516,86237.44641,156714.9224,73527.55418,79607.43058,4113.989225,36085.5817,47187.83664,25422.15454,25181.51784,46112.17872,60323.34309,223994.2742
Florida,228199.575,95362.48214,153366.0095,58652.04686,58072.40141,59563.38796,213287.8038,21320.47373,69836.57601,9741.514345,74941.7643,6049.929971,159424.9163
New York,262260.5034,237750.6222,41605.86911,126193.698,34864.87403,66381.21065,164100.2859,27993.61518,41535.34583,26140.40172,47762.8061,57460.30851,185372.8882
California,186024.351,136693.7573,22235.06466,23508.35048,81187.89562,77461.30071,237580.0567,69484.6212,87755.08302,40886.82004,24324.47406,42656.63152,122531.4393
California,300545.9172,240522.2005,141295.0216,76843.11808,24590.67738,71297.07513,40242.75638,51389.21778,30499.99967,39066.15602,21536.31264,72168.56366,217713.7711
Nevada,90126.69757,247614.6002,76827.70669,11182.12971,23213.915,48442.24669,175238.3098,62276.37355,2175.26332,39640.50649,43692.25704,25722.70377,125917.3724
New York,201629.953,257980.8896,89307.51415,12531.04047,50945.78948,42874.1348,74040.75244,21310.6148,30764.90842,35693.16542,76038.47639,46358.79797,162074.4427
Florida,485012.0379,275407.3946,11074.07309,86932.14575,26824.07535,3199.44305,394904.5339,79885.84403,58229.42987,13456.67362,61297.00555,40559.6667,292172.8566
California,136485.382,132140.6401,55617.40761,85770.72688,1899.61646,20485.8593,226654.3339,102452.1102,38217.89916,43242.12021,69485.67041,39675.31159,100196.4764
Florida,331800.9656,99065.7114,11566.89876,131948.9599,65181.4552,37309.56539,276537.5601,31694.80131,53952.40282,44778.7298,29667.98237,37032.32656,197815.4647
California,169343.1315,176748.6302,176441.2257,84565.304,51598.28833,50651.80811,133540.2209,59490.19287,87783.21376,10513.48213,49180.6639,17244.72857,169119.4239
California,389001.8316,114495.8649,52462.35323,144049.071,45106.26363,45022.89483,42421.87134,117087.7522,91336.02037,7392.326191,6350.735967,60701.08388,217541.9934
California,74128.09375,182316.8792,113680.7481,9206.837563,96729.88295,59668.24318,390468.9908,40655.76713,27331.4324,48804.64346,82118.17676,36655.54659,83874.03425
New York,485212.3121,213147.8295,12600.96753,16505.13735,57548.71921,23101.58754,118072.319,71810.51505,46751.90685,43547.87422,99009.4319,76722.78573,254728.6503
Texas,232356.8753,208079.4805,135035.2413,8521.747512,86479.7262,45631.256,172404.2331,11733.28832,55365.25751,44768.57121,41874.14814,21603.86575,176458.3652
Florida,125664.727,115493.1017,67990.33242,29420.97385,14805.57338,7963.237228,261696.2491,73115.7853,94962.13323,44432.44285,3074.438007,54936.76333,94314.94114
New York,46013.40619,54223.7595,180094.2415,82107.97642,57351.43985,33679.57636,14755.43259,11666.18102,99863.1146,27542.65438,18639.67868,75316.64929,77523.52221
New York,93181.37349,132006.1548,178183.0468,97544.68285,86929.98305,60262.7058,325052.3566,115149.0168,24305.31764,32673.6851,65947.63402,53413.20752,120450.24
New York,264689.2348,47065.2725,68431.67058,8746.603376,58727.46997,55778.66742,216948.3851,86163.8556,72971.00726,27722.77975,61983.77318,69830.5597,131292.144
New York,175131.5565,267578.6254,180687.3747,142003.6917,72083.40363,79260.77624,114895.7889,94791.01479,38425.07516,3509.11111,79210.74252,66370.99582,181589.9225
New York,416152.8493,107033.8509,199250.7463,126640.4757,37832.31321,22953.39895,29335.15419,84788.41893,1802.711492,37529.65118,26880.63307,29449.29952,222689.7045
Nevada,221134.8866,50565.62543,165956.0545,45898.64736,10152.50219,40356.95463,69186.87411,71177.75529,1915.999721,25761.26963,76835.92772,48409.79126,126509.8386
Florida,131869.9936,12507.08917,169749.9128,13423.75447,46332.12922,27032.90269,358538.3742,54539.62095,46596.03475,32737.74466,69422.43411,13344.64585,81656.36608
New York,312401.0434,195517.604,53556.70354,27143.28684,40053.45969,35807.64601,275979.5685,103146.4322,49345.15639,25629.35044,33635.82078,43306.54473,205836.0265
Florida,356320.8363,192886.1836,117456.9678,20787.77324,86838.95806,68699.06026,103711.18,114863.4444,3234.399961,25098.75479,55457.83851,19203.33577,237538.8306
Nevada,91850.53487,105478.2291,18114.90322,20245.99934,25155.53493,55052.51694,30912.30215,60385.30458,69005.81426,9417.666364,16432.83323,59755.20838,58915.39777
Nevada,92133.41598,26155.00721,23508.99768,78747.12992,96706.68853,70712.85412,277793.0484,111852.6708,30106.33547,14656.97204,46351.32134,42716.61533,50473.51497
Florida,27968.9992,125840.524,199784.0593,38385.42149,95855.67386,17077.37756,231101.0518,70416.61629,56429.41705,8783.781905,88357.33928,33486.96165,77218.98792
California,370836.9874,96809.16104,68694.65364,55004.67805,25515.53266,69995.52831,164785.2122,65067.71824,30790.98824,10587.64849,43276.75522,22234.9706,178764.4661
Texas,335264.2185,204750.5887,150895.8628,148446.7893,35457.14359,5721.21966,148626.5224,55083.44522,17546.29717,48675.89164,84277.53723,79897.18007,224012.378
California,242569.1291,183704.8786,162299.6853,103278.5088,89660.01835,71199.34315,90641.63899,25905.24362,41310.20012,8502.558843,59844.8298,6665.13115,187114.1979
California,423643.52,112555.1498,172314.5378,142449.1387,96695.59987,26996.82858,269496.4463,1442.639637,23995.06311,14194.25079,20803.91788,4441.293765,255711.7939
California,404778.3749,69278.30351,199537.518,23098.37014,44900.47118,25852.42304,388413.871,29739.241,53945.29671,29938.89323,58948.41198,18163.33464,216502.0781
New York,296823.6386,296470.61,52091.81463,58556.64228,32778.70752,41454.99756,74407.52211,61657.05742,20684.0245,30898.75024,51586.36626,77714.72423,209393.1169
Nevada,435452.9275,138930.4783,12868.41124,84100.30689,53083.30731,75314.52483,240861.0649,46215.23432,51332.19169,8544.732357,41066.85085,78359.8153,211274.9762
California,110862.1929,208040.8996,85182.34601,13360.19316,69089.15143,4774.72781,172553.097,54369.74213,16580.47297,39892.15386,13723.78307,52739.29105,115836.7207
Nevada,64840.6135,46463.12544,30365.73062,2619.741657,28073.97702,28826.24703,181442.0451,117697.1381,67426.49624,39474.94053,42837.44906,70528.42671,52017.38965
Florida,142177.3096,148248.9614,9373.048387,101224.2814,73910.84429,68669.18711,105388.1757,42682.41211,75639.83076,12628.56751,9130.712871,17902.97674,121252.5158
Texas,37972.55948,13123.33236,75283.23129,96989.28849,6114.078354,32288.30372,330928.2759,54809.76978,11929.02919,15144.64883,11679.36704,77791.32544,38766.78549
Florida,270273.0687,154109.2598,157828.959,62796.74388,5880.154784,16733.39491,196675.9636,16888.35061,47312.43879,46961.40541,42759.82023,12280.00316,170909.0193
Florida,468936.7892,289385.1351,115405.2348,74467.32325,39242.48281,34558.74033,219645.3116,6706.97016,8016.298365,41457.90085,31927.38523,8988.889866,272558.0694
New York,29278.33493,118340.9803,65991.7079,63485.56409,35993.84601,31458.64762,125380.5606,93273.73224,60220.06211,35192.05462,92703.34393,9864.711601,40427.71749
Texas,69833.85786,16503.82371,132596.6911,5552.746637,32247.68832,73317.87992,76814.34394,68911.29783,27176.0255,5029.427854,38819.16893,46277.10594,42688.92287
Florida,231577.5239,14131.95832,50243.54516,51634.99772,49610.9565,61192.81568,38934.60334,91523.87192,53234.82123,21494.93996,76270.09596,62696.97766,99711.06542
Florida,467598.7586,119456.0942,7804.381984,28208.1738,32752.62465,40904.1289,287077.0607,18833.67307,52228.63993,28405.79173,53964.25758,29966.70705,234500.5293
Texas,164916.4914,52207.35626,154048.9104,16566.77999,20033.53393,79081.27477,82512.54127,69047.62377,92511.08027,10183.15311,71000.39553,78253.78304,99823.46647
Texas,258545.0563,11888.86842,126629.9015,143594.6242,31637.48536,37756.92497,277579.7649,31183.45445,55359.23903,22963.10252,27491.36634,35319.19091,138331.4963
Florida,30370.70093,228083.0161,153649.0118,90705.23931,97515.52301,5600.788635,159198.6962,28139.35621,58716.84949,30450.268,94306.68734,12885.43551,94514.48231
Texas,82688.16847,140264.2876,12592.91325,109841.1301,41700.22828,21719.67142,169231.0464,2371.595672,40763.65945,17041.45733,53948.6727,37811.37311,55723.39532
Florida,493448.7602,90327.20773,168238.3274,48673.834,45026.56491,35449.56794,190325.111,16510.5461,94958.88072,39266.29613,83469.75899,54643.93607,266910.5468
Florida,482908.1613,270524.539,125807.609,60185.77517,58077.95401,13395.30731,150244.8607,37802.90527,77941.40503,42182.0295,37774.47796,66745.83666,278704.1822
New York,12420.59066,39260.99326,114862.0934,37064.7511,98350.73607,75857.64498,44744.891,14908.57251,29255.12374,16856.864,11820.71221,37242.69491,35190.0577
California,476387.7749,286996.0545,126799.7394,16350.9193,24918.52637,61581.06293,127304.565,118317.1544,84576.74899,42094.20057,68023.74148,47894.93926,272501.9567
Florida,323168.7695,97620.18163,173564.4831,28496.68234,68446.92894,22194.68883,267175.0725,37727.28517,43807.23966,6075.251739,2760.445537,22120.23226,194531.8392
Nevada,435279.9643,267079.0833,119452.6188,120032.0787,71882.48466,47673.55815,267984.8386,16508.54966,83038.04721,42048.72583,48578.7117,52027.40559,279235.6433
California,232822.5293,182868.1486,118285.3241,102276.7792,61125.11726,57994.48341,118058.6014,24690.79523,82465.91876,8484.771152,20894.58646,78891.78357,162197.0552
California,262642.054,248878.6711,198182.4356,82945.47365,9769.255624,75361.03538,186740.5375,70936.68417,19698.14849,5063.430473,63482.79943,4875.232234,200301.0186
California,249534.8243,295283.8831,152562.3826,72313.30118,68010.35531,70649.19258,81411.65506,8621.17934,70412.97201,32446.99482,97983.14757,71035.92299,222943.7087
New York,336763.4862,90079.60416,91247.29206,138520.274,7345.376393,41700.18586,88096.9722,103629.6615,29773.65396,24124.93092,47511.48482,45420.31772,186393.4687
Florida,78429.11483,288534.9682,142942.415,12764.77227,60018.12231,62197.55696,14103.59992,115418.4618,30451.77433,45486.63942,82114.82914,20915.79411,126505.7358
New York,24687.05904,119897.159,80899.94198,43528.92036,74218.53654,45409.43555,359214.8872,30362.94306,30338.45961,18796.27061,51762.85032,76436.28709,57516.28991
Florida,160885.6714,118726.0119,49630.71518,53790.80233,21886.01917,44663.60731,88229.1327,54561.33696,72831.25651,15070.46091,50592.32305,39184.98994,92498.92065
New York,355293.5737,105414.1958,121386.116,117799.0202,84320.57875,10064.61471,94875.88139,3633.999673,23752.77814,25536.0104,93181.50233,27203.52988,198974.0085
New York,108908.1915,164715.2442,185995.5091,148892.1638,4005.026748,10964.87498,115442.5659,77244.51674,1089.677689,23341.3631,89216.65514,15338.31263,127158.5054
Nevada,339981.8923,50472.78774,186182.2064,37619.23618,84537.4735,42833.15559,55326.18832,50257.20091,71808.44849,17876.97426,79008.44559,20311.72461,191500.5348
New York,485256.9026,168344.8882,71671.52923,131397.4855,46572.57601,22240.06205,257508.8389,33136.95747,17947.28964,34993.32364,31033.06383,66795.07429,244327.3533
Texas,56011.35074,164802.9197,107897.1059,124932.1685,22541.20605,2661.915294,34681.46651,25613.61616,11343.75714,38218.52986,55410.82474,49538.39074,79595.16883
Nevada,339575.0379,229761.0347,46269.00022,35249.29485,14244.03635,58104.29711,58009.9584,78828.74624,24514.09594,42796.21448,23941.92886,73146.40394,202450.7837
New York,227437.6075,250926.7388,199148.0664,61101.22187,95377.40959,3566.441139,259678.907,50529.82669,38610.15171,48669.97363,45503.83641,19325.50772,192297.9811
California,435389.7046,134930.1983,196317.992,62631.58466,8193.893171,48026.87045,139165.9451,22379.45539,48114.72642,14066.15341,49452.88044,10569.94733,238636.4981
Texas,96803.39683,94188.30856,131654.2413,146776.6589,20710.24857,43596.30974,284639.3915,83003.9807,5412.434031,36088.58064,83500.72394,1480.914947,99855.73474
Texas,349386.7166,81503.79471,161860.7416,28772.0014,35434.4124,77536.36056,225182.7741,68243.60168,97086.75993,20318.65354,89810.7798,41121.10097,195724.5821
Texas,420676.4919,62414.03183,144444.5315,120275.3797,62403.25005,39252.83801,106128.3634,103181.9745,71890.24229,34177.01663,42632.76611,79866.2475,212082.7819
Nevada,472860.9675,22006.03675,120665.8527,51460.5217,54935.30744,6024.513474,262077.0404,14979.63197,32996.21247,24323.10283,3735.035617,55902.25624,230838.1484
New York,344791.5339,106022.1538,15402.85941,110168.8112,13438.70575,44583.34946,50928.10372,94494.32563,32551.02847,49694.88204,86453.8363,25363.17277,188172.357
New York,253615.6344,84723.06918,93679.0468,64161.62864,29683.07039,67446.59748,216882.1013,81148.49763,45405.71239,36716.20465,19079.31049,70271.82806,146395.6599
California,312745.1477,290093.1288,136583.3289,87597.24494,24636.42534,79751.09346,177673.5015,14686.30148,62998.23745,47672.07372,62944.43246,62756.05901,245883.7367
California,435763.4424,169524.1037,137118.6647,125226.5425,22140.74259,34997.11072,110810.0652,83683.66685,15490.93359,41913.50792,4447.148243,2217.79812,265172.6029
Texas,289598.7759,107446.7265,77758.91059,121016.5036,41703.28931,26303.60066,243581.9741,53544.12738,19704.05156,45242.14955,41151.63458,65531.97796,182440.7796
California,24889.65925,176237.9423,188629.9374,130230.6312,70699.11381,72625.61046,349176.769,113453.1895,86084.0237,40906.54066,98624.10961,24741.61382,73185.72448
Nevada,466164.8608,46063.0269,37634.62129,10823.36415,22527.84029,16108.1282,399567.3564,17851.75072,26369.23747,23498.79739,11867.97291,12824.2037,229320.5706
New York,347868.108,135992.906,102570.092,104423.4818,37301.20909,49618.88429,245066.2937,77497.17351,38639.3048,13337.63421,43521.9289,18880.13634,212741.0987
Texas,341491.559,189739.1248,139722.3754,22718.13175,39700.82526,33051.43951,164858.8204,46455.62541,87255.91324,19145.6886,32100.69512,38017.80455,229307.6163
California,115680.8247,149224.8604,140941.4821,63541.14807,97669.19641,4245.506831,93956.80459,114860.9458,66651.63511,1991.575399,90698.63609,34564.56624,127527.6981
Nevada,332853.8804,123524.7462,131484.5966,83191.08543,95511.96933,28435.78947,106552.9553,40267.01254,34829.47605,26675.66521,87195.33057,23822.09665,211564.0309
Nevada,202993.5588,298185.2747,58681.20162,61605.44374,80213.62069,21953.05328,194384.7164,115500.1232,68686.25503,25747.83221,25294.47851,14605.24745,188769.2628
California,329104.1588,264692.8548,35460.28089,78902.52802,24924.23316,55201.20116,150074.692,108276.8163,2948.638323,26737.27278,9956.403131,61216.23238,231815.9534
New York,62230.58485,188904.7577,129008.3637,149485.8937,7735.694095,75954.44932,365956.7364,33175.605,73828.62334,48727.53002,63459.56262,79218.67292,133209.4954
California,332344.1993,172966.3215,121863.9126,22012.16243,32373.50963,22175.7278,150476.7097,96621.47144,49214.58801,45661.24617,34964.13376,62445.53485,201881.1809
Texas,499712.7256,188094.8415,39974.42201,101967.4947,27412.66039,65105.80919,152510.6135,119476.9,81505.03258,8923.926138,67864.27028,24379.02045,255970.9669
California,33623.89904,64387.07181,142502.1334,60608.14303,51086.65421,5373.425538,156496.1324,31066.89726,95509.12755,19075.24356,5147.736095,20339.90795,54650.26243
Nevada,488815.3503,121565.6343,93758.53839,21685.45024,77995.0631,43511.55979,335464.9831,52976.48315,92653.0664,21773.85279,15073.12505,18195.60421,255812.2893
California,209384.9008,16640.5622,135213.3154,25493.04098,85973.97095,6573.455033,262061.3867,62901.50765,91017.2393,18666.11297,69264.47881,11798.91088,117636.2398
New York,436669.1907,145286.0811,168286.5806,142492.4197,84641.54446,74788.6063,247596.6959,36096.80516,51704.82564,40126.30222,22812.32422,44555.11343,243343.068
Florida,393368.8872,165192.2523,38097.04357,132181.0215,36607.88056,61541.75116,136986.4938,2816.515918,36654.0693,26677.84582,86043.59222,48826.62938,207817.4763
California,287837.9679,72186.17215,8733.249259,136242.2101,69036.2,52978.04299,328072.1498,27195.38006,47038.49715,29032.89103,7741.906996,56734.71019,153819.6314
New York,371840.1125,289388.5099,156925.0043,148746.8508,31970.58555,66087.81415,20153.72524,34550.48924,69299.70433,42797.66439,23117.23431,54736.8563,266302.5162
New York,440472.625,273289.1102,123890.9979,32830.67772,7029.64878,52154.06385,348964.8831,53788.36446,88515.77991,40490.47952,99858.90435,24094.33159,288487.6571
Nevada,208028.7576,218032.2545,141429.7161,54605.02193,70454.96129,77546.60738,207536.2104,21361.19493,21491.644,7478.364618,44441.45805,27094.56943,177920.8714
New York,170246.2492,162349.0555,168440.2201,101044.4164,1972.927704,57402.67788,162308.8428,104917.2684,91901.12269,35981.81462,70890.63503,54839.6483,155909.8812
New York,337120.7589,261640.9021,161548.1323,73602.7759,41509.07616,74048.03016,201381.0759,84884.4248,81702.84297,22336.37032,19900.97879,28606.36362,234513.1345
New York,405844.5116,43542.44143,192379.4287,63921.65094,33608.54766,41853.41947,268629.1346,11138.85683,97906.7455,15437.79625,61767.13603,17797.23198,191893.1773
New York,383519.716,238200.3893,109507.3404,54956.0649,69644.37631,10248.08863,10042.34347,78361.00169,88144.92555,3450.922224,73158.3947,30572.55614,232363.1148
Texas,400928.6879,41822.14012,100256.6484,89879.53353,76858.3018,42726.03999,349262.9833,78785.12069,28713.79564,24875.22846,32818.71031,22494.64845,202027.6665
